Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
173,Paul Reed,C,22,PHI,12,0,140,19,36,.528,2,3,.667,17,33,.515,.556,4,7,.571,22,24,46,10,9,6,9,29,44,reedpa01
174,Naz Reid,C,22,MIN,5,0,54,7,17,.412,3,7,.429,4,10,.400,.500,7,7,1.000,2,12,14,0,1,6,5,14,24,reidna01
175,Austin Rivers,SG,29,DEN,5,0,108,8,18,.444,4,12,.333,4,6,.667,.556,1,1,1.000,0,3,3,6,7,1,4,15,21,riverau01
176,Duncan Robinson,SG,27,MIA,13,0,159,25,57,.439,18,47,.383,7,10,.700,.596,5,6,.833,2,21,23,5,4,1,3,22,73,robindu01
177,D'Angelo Russell,PG,25,MIN,6,6,196,24,72,.333,12,31,.387,12,41,.293,.417,12,16,.750,0,15,15,40,9,0,17,17,72,russeda01
178,Landry Shamet,SG,24,PHO,12,0,192,19,48,.396,9,26,.346,10,22,.455,.490,5,7,.714,3,17,20,15,6,0,7,10,52,shamela01
179,Day'Ron Sharpe,PF,20,BRK,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,sharpda01
180,Pascal Siakam,PF,27,TOR,6,6,260,51,107,.477,4,17,.235,47,90,.522,.495,31,36,.861,8,35,43,35,7,6,13,24,137,siakapa01
181,Marcus Smart,PG,27,BOS,21,21,760,113,279,.405,48,137,.350,65,142,.458,.491,50,62,.806,20,75,95,123,26,5,52,71,324,smartma01
182,Jaden Springer,SG,19,PHI,5,0,13,3,6,.500,0,1,.000,3,5,.600,.500,0,0,,0,4,4,2,0,0,0,1,6,sprinja01
183,Nik Stauskas,SG,28,BOS,13,0,24,3,12,.250,3,10,.300,0,2,.000,.375,4,4,1.000,0,4,4,4,0,0,0,0,13,stausni01
184,Max Strus,SF,25,MIA,18,18,523,68,182,.374,47,142,.331,21,40,.525,.503,13,18,.722,15,58,73,38,14,8,20,55,196,strusma01
185,Jayson Tatum,SF,23,BOS,24,24,983,201,472,.426,77,196,.393,124,276,.449,.507,136,170,.800,24,137,161,148,29,21,100,72,615,tatumja01
186,Garrett Temple,SG,35,NOP,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,templga01
187,Daniel Theis,C,29,BOS,16,5,200,30,51,.588,3,14,.214,27,37,.730,.618,6,8,.750,13,39,52,11,4,8,11,25,69,theisda01
188,Cam Thomas,SG,20,BRK,1,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,thomaca02
189,Klay Thompson,SG,31,GSW,22,22,792,158,368,.429,77,200,.385,81,168,.482,.534,26,30,.867,7,79,86,50,24,15,28,47,419,thompkl01
190,Tristan Thompson,PF,30,CHI,5,0,38,2,5,.400,0,0,,2,5,.400,.400,0,0,,2,6,8,2,1,0,5,4,4,thomptr01
191,Matisse Thybulle,SG,24,PHI,9,0,137,11,24,.458,4,14,.286,7,10,.700,.542,1,3,.333,2,7,9,4,7,7,2,15,27,thybuma01
192,Xavier Tillman Sr.,PF,23,MEM,9,6,139,18,25,.720,1,2,.500,17,23,.739,.740,3,6,.500,13,17,30,6,6,1,10,16,40,tillmxa01
193,Juan Toscano-Anderson,SF,28,GSW,14,0,49,4,10,.400,2,5,.400,2,5,.400,.500,1,3,.333,0,10,10,8,2,1,8,3,11,toscaju01
194,Karl-Anthony Towns,C,26,MIN,6,6,222,39,80,.488,10,22,.455,29,58,.500,.550,43,50,.860,11,54,65,13,4,12,27,25,131,townska01
195,Gary Trent Jr.,SG,23,TOR,6,6,199,31,82,.378,13,39,.333,18,43,.419,.457,17,19,.895,1,9,10,8,6,3,3,11,92,trentga02
196,P.J. Tucker,PF,36,MIA,18,18,509,54,109,.495,23,51,.451,31,58,.534,.601,11,16,.688,35,67,102,32,14,5,13,50,142,tuckepj01
197,Rayjon Tucker,SG,24,MIL,8,0,19,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,1,2,3,0,0,0,0,2,2,tuckera01
198,Jonas Valančiūnas,C,29,NOP,6,6,175,33,68,.485,1,6,.167,32,62,.516,.493,20,26,.769,33,53,86,18,4,1,12,17,87,valanjo01
199,Jarred Vanderbilt,PF,22,MIN,6,6,129,13,27,.481,0,0,,13,27,.481,.481,7,10,.700,12,31,43,4,7,2,5,16,33,vandeja01
200,Fred VanVleet,PG,27,TOR,4,4,140,19,54,.352,12,36,.333,7,18,.389,.463,5,6,.833,2,10,12,25,7,4,4,12,55,vanvlfr01
201,Luca Vildoza,PG,26,MIL,7,0,17,2,6,.333,1,5,.200,1,1,1.000,.417,0,0,,1,1,2,4,2,0,0,2,5,vildolu01
202,Gabe Vincent,PG,25,MIA,18,8,423,50,131,.382,25,81,.309,25,50,.500,.477,19,20,.950,3,32,35,57,14,5,25,41,144,vincega01
203,Nikola Vučević,C,31,CHI,5,5,181,40,91,.440,13,42,.310,27,49,.551,.511,4,5,.800,14,48,62,16,2,6,8,14,97,vucevni01
204,Ish Wainright,PF,27,PHO,7,0,26,5,12,.417,3,6,.500,2,6,.333,.542,0,0,,7,4,11,1,1,1,3,2,13,wainris01
205,Yuta Watanabe,SF,27,TOR,4,0,10,2,6,.333,0,1,.000,2,5,.400,.333,0,0,,0,0,0,0,0,0,1,0,4,watanyu01
206,Coby White,PG,21,CHI,5,0,98,15,45,.333,8,29,.276,7,16,.438,.422,4,5,.800,0,17,17,9,1,0,6,5,42,whiteco01
207,Derrick White,SG,27,BOS,23,3,585,64,176,.364,26,83,.313,38,93,.409,.438,42,51,.824,8,62,70,61,21,13,29,46,196,whitede01
208,Hassan Whiteside,C,32,UTA,6,0,65,5,12,.417,0,0,,5,12,.417,.417,1,4,.250,8,23,31,0,2,8,0,9,11,whiteha01
209,Andrew Wiggins,SF,26,GSW,22,22,767,143,305,.469,35,105,.333,108,200,.540,.526,42,65,.646,54,111,165,40,22,23,30,54,363,wiggian01
210,Grant Williams,PF,23,BOS,24,5,654,65,150,.433,35,89,.393,30,61,.492,.550,42,52,.808,23,68,91,19,8,18,20,83,207,willigr01
211,Patrick Williams,PF,20,CHI,5,5,153,22,47,.468,7,21,.333,15,26,.577,.543,8,11,.727,6,21,27,4,5,3,7,15,59,willipa01
212,Robert Williams,C,24,BOS,17,15,394,53,78,.679,0,1,.000,53,77,.688,.679,25,28,.893,43,62,105,17,12,38,10,34,131,williro04
213,Ziaire Williams,SF,20,MEM,10,1,168,23,52,.442,11,36,.306,12,16,.750,.548,12,13,.923,4,12,16,5,5,0,2,14,69,willizi02
214,Delon Wright,SG,29,ATL,5,0,137,15,29,.517,5,13,.385,10,16,.625,.603,6,9,.667,11,13,24,14,4,1,5,2,41,wrighde01
215,Thaddeus Young,PF,33,TOR,6,0,87,9,18,.500,1,7,.143,8,11,.727,.528,1,4,.250,7,11,18,10,5,1,3,8,20,youngth01
216,Trae Young,PG,23,ATL,5,5,186,22,69,.319,7,38,.184,15,31,.484,.370,26,33,.788,5,20,25,30,3,0,31,13,77,youngtr01
217,Omer Yurtseven,C,23,MIA,9,0,38,12,18,.667,0,2,.000,12,16,.750,.667,1,3,.333,1,6,7,3,0,1,0,2,25,yurtsom01
