Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
174,Domantas Sabonis,C,22,IND,4,0,96,12,29,.414,1,4,.250,11,25,.440,.431,9,14,.643,7,22,29,16,3,1,5,12,34,sabondo01
175,Dennis Schröder,PG,25,OKC,5,0,151,25,55,.455,6,20,.300,19,35,.543,.509,13,18,.722,2,14,16,17,4,0,6,11,69,schrode01
176,Mike Scott,PF,30,PHI,10,0,193,21,47,.447,12,34,.353,9,13,.692,.574,2,2,1.000,4,30,34,5,3,0,7,22,56,scottmi01
177,Thabo Sefolosha,SF,34,UTA,4,0,42,2,14,.143,1,8,.125,1,6,.167,.179,0,0,,1,7,8,2,0,0,1,3,5,sefolth01
178,Landry Shamet,SG,21,LAC,6,6,174,13,38,.342,10,31,.323,3,7,.429,.474,10,10,1.000,1,11,12,10,6,0,7,15,46,shamela01
179,Iman Shumpert,SG,28,HOU,8,0,109,10,26,.385,8,22,.364,2,4,.500,.538,1,4,.250,1,11,12,2,1,0,3,10,29,shumpim01
180,Pascal Siakam,PF,24,TOR,24,24,891,180,383,.470,29,104,.279,151,279,.541,.508,66,87,.759,40,131,171,66,25,17,33,67,455,siakapa01
181,Ben Simmons,PG,22,PHI,12,12,421,72,116,.621,0,0,,72,116,.621,.621,23,40,.575,24,61,85,72,15,12,32,45,167,simmobe01
182,Jonathon Simmons,SF,29,PHI,7,0,52,10,30,.333,2,10,.200,8,20,.400,.367,3,4,.750,2,7,9,2,1,0,6,2,25,simmojo02
183,Anfernee Simons,SG,19,POR,5,0,12,0,7,.000,0,2,.000,0,5,.000,.000,4,5,.800,0,0,0,0,1,0,0,2,4,simonan01
184,Marcus Smart,SG,24,BOS,2,0,32,1,11,.091,1,11,.091,0,0,,.136,4,6,.667,4,0,4,4,3,0,3,3,7,smartma01
185,Ish Smith,PG,30,DET,4,0,81,10,38,.263,1,7,.143,9,31,.290,.276,3,4,.750,1,10,11,14,3,1,4,8,24,smithis01
186,Zhaire Smith,SG,19,PHI,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,1,0,0,0,0,smithzh01
187,Tony Snell,SF,27,MIL,9,0,28,2,6,.333,1,2,.500,1,4,.250,.417,0,0,,1,1,2,0,1,1,0,3,5,snellto01
188,Edmond Sumner,PG,23,IND,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,0,0,sumneed01
189,Jayson Tatum,SF,20,BOS,9,9,295,49,112,.438,10,31,.323,39,81,.481,.482,29,39,.744,7,53,60,17,10,7,18,21,137,tatumja01
190,Garrett Temple,SG,32,LAC,6,0,63,3,11,.273,1,7,.143,2,4,.500,.318,7,10,.700,1,6,7,2,3,1,2,8,14,templga01
191,Daniel Theis,C,26,BOS,7,0,42,5,14,.357,0,2,.000,5,12,.417,.357,2,2,1.000,4,6,10,0,1,1,1,4,12,theisda01
192,Khyri Thomas,SG,22,DET,3,0,15,6,12,.500,1,4,.250,5,8,.625,.542,1,1,1.000,0,2,2,0,2,0,0,0,14,thomakh01
193,Klay Thompson,SG,28,GSW,21,21,818,164,360,.456,70,158,.443,94,202,.465,.553,37,41,.902,12,74,86,44,28,15,38,59,435,thompkl01
194,Sindarius Thornwell,SG,24,LAC,4,0,12,2,6,.333,1,3,.333,1,3,.333,.417,0,0,,0,4,4,0,1,0,0,2,5,thornsi01
195,P.J. Tucker,PF,33,HOU,11,11,426,40,88,.455,26,57,.456,14,31,.452,.602,19,23,.826,19,63,82,19,19,8,8,35,125,tuckepj01
196,Evan Turner,PG,30,POR,16,0,245,15,46,.326,1,1,1.000,14,45,.311,.337,12,15,.800,13,60,73,35,3,3,13,22,43,turneev01
197,Myles Turner,C,22,IND,4,4,126,14,35,.400,3,14,.214,11,21,.524,.443,8,13,.615,4,21,25,6,0,7,3,14,39,turnemy01
198,Ekpe Udoh,C,31,UTA,2,0,6,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,udohek01
199,Jarred Vanderbilt,PF,19,DEN,3,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,1,0,0,0,vandeja01
200,Fred VanVleet,PG,24,TOR,24,0,592,65,166,.392,38,98,.388,27,68,.397,.506,24,31,.774,8,34,42,62,18,6,21,49,192,vanvlfr01
201,Nikola Vučević,C,28,ORL,5,5,147,21,58,.362,3,13,.231,18,45,.400,.388,11,14,.786,9,31,40,15,2,5,13,12,56,vucevni01
202,Lonnie Walker IV,SG,20,SAS,6,0,21,3,8,.375,0,1,.000,3,7,.429,.375,0,0,,0,2,2,3,0,0,0,0,6,walkelo01
203,Tyrone Wallace,PG,24,LAC,2,0,11,1,4,.250,0,0,,1,4,.250,.250,2,3,.667,0,1,1,3,0,0,1,2,4,wallaty01
204,Brad Wanamaker,PG,29,BOS,4,0,17,3,7,.429,1,1,1.000,2,6,.333,.500,3,4,.750,0,1,1,3,1,0,2,0,10,wanambr01
205,Russell Westbrook,PG,30,OKC,5,5,197,40,111,.360,11,34,.324,29,77,.377,.410,23,26,.885,7,37,44,53,5,3,23,19,114,westbru01
206,Derrick White,PG,24,SAS,7,7,191,41,75,.547,5,17,.294,36,58,.621,.580,19,26,.731,1,20,21,21,5,5,15,17,106,whitede01
207,Lou Williams,SG,32,LAC,6,0,176,45,104,.433,6,18,.333,39,86,.453,.462,34,41,.829,6,11,17,46,5,1,18,14,130,willilo02
208,Robert Williams,C,21,BOS,3,0,13,1,2,.500,0,0,,1,2,.500,.500,2,2,1.000,1,6,7,0,0,0,0,1,4,williro04
209,D.J. Wilson,PF,22,MIL,8,0,43,8,16,.500,1,5,.200,7,11,.636,.531,2,2,1.000,1,9,10,4,0,1,7,7,19,wilsodj01
210,Guerschon Yabusele,PF,23,BOS,4,0,14,2,4,.500,0,1,.000,2,3,.667,.500,4,7,.571,1,1,2,1,0,1,1,3,8,yabusgu01
211,Thaddeus Young,PF,30,IND,4,4,130,18,42,.429,2,8,.250,16,34,.471,.452,4,7,.571,9,19,28,15,11,3,5,10,42,youngth01
212,Ivica Zubac,C,21,LAC,4,3,39,9,18,.500,0,0,,9,18,.500,.500,2,3,.667,11,11,22,1,2,2,4,5,20,zubaciv01
