Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
174,Kevin Séraphin,PF,27,IND,4,0,59,12,26,.462,0,0,,12,26,.462,.462,5,7,.714,8,6,14,4,0,2,4,10,29,serapke01
175,Iman Shumpert,SG,26,CLE,17,0,275,25,60,.417,10,26,.385,15,34,.441,.500,14,17,.824,6,41,47,16,10,3,6,32,74,shumpim01
176,Pascal Siakam,PF,22,TOR,2,0,10,0,2,.000,0,0,,0,2,.000,.000,0,0,,2,1,3,1,1,0,0,1,0,siakapa01
177,Jonathon Simmons,SG,27,SAS,15,4,306,62,136,.456,13,37,.351,49,99,.495,.504,21,31,.677,9,19,28,29,9,2,11,30,158,simmojo02
178,Kyle Singler,SF,28,OKC,1,0,10,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,2,0,singlky01
179,Marcus Smart,SG,22,BOS,18,3,538,47,134,.351,29,73,.397,18,61,.295,.459,32,50,.640,23,62,85,85,27,16,38,51,155,smartma01
180,J.R. Smith,SG,31,CLE,18,18,487,50,99,.505,40,80,.500,10,19,.526,.707,5,11,.455,5,37,42,13,13,6,12,41,145,smithjr01
181,Jason Smith,C,30,WAS,13,0,157,19,39,.487,3,10,.300,16,29,.552,.526,10,14,.714,10,19,29,4,2,7,10,30,51,smithja02
182,Tony Snell,SG,25,MIL,6,6,185,22,44,.500,16,31,.516,6,13,.462,.682,0,0,,2,12,14,9,1,1,2,17,60,snellto01
183,Marreese Speights,C,29,LAC,7,2,98,16,37,.432,7,20,.350,9,17,.529,.527,7,10,.700,4,16,20,3,2,3,3,13,46,speigma01
184,Lance Stephenson,SG,26,IND,4,0,107,27,53,.509,7,18,.389,20,35,.571,.575,3,4,.750,1,20,21,11,2,0,4,11,64,stephla01
185,Isaiah Taylor,PG,22,HOU,3,0,10,0,2,.000,0,1,.000,0,1,.000,.000,0,0,,1,1,2,1,0,0,0,1,0,taylois01
186,Jeff Teague,PG,28,IND,4,4,142,22,45,.489,9,17,.529,13,28,.464,.589,15,18,.833,0,13,13,25,4,3,8,12,68,teaguje01
187,Mirza Teletović,PF,31,MIL,3,0,27,1,6,.167,1,4,.250,0,2,.000,.250,0,0,,0,3,3,0,1,0,1,3,3,teletmi01
188,Jason Terry,SG,39,MIL,6,0,68,6,18,.333,2,10,.200,4,8,.500,.389,1,1,1.000,2,6,8,5,3,1,2,7,15,terryja01
189,Isaiah Thomas,PG,27,BOS,15,15,521,111,261,.425,36,108,.333,75,153,.490,.494,91,111,.820,5,42,47,100,13,2,50,35,349,thomais02
190,Klay Thompson,SG,26,GSW,17,17,596,94,237,.397,41,106,.387,53,131,.405,.483,26,33,.788,11,55,66,35,14,5,24,44,255,thompkl01
191,Tristan Thompson,C,25,CLE,18,18,562,54,92,.587,0,0,,54,92,.587,.587,40,60,.667,69,81,150,26,9,13,21,36,148,thomptr01
192,P.J. Tucker,SF,31,TOR,10,1,251,18,49,.367,9,28,.321,9,21,.429,.459,5,8,.625,15,42,57,11,6,3,8,27,50,tuckepj01
193,Evan Turner,SF,28,POR,4,4,124,12,33,.364,5,15,.333,7,18,.389,.439,12,16,.750,3,20,23,15,7,2,7,7,41,turneev01
194,Myles Turner,C,20,IND,4,4,133,19,44,.432,0,6,.000,19,38,.500,.432,5,8,.625,6,21,27,3,7,5,6,15,43,turnemy01
195,Jonas Valančiūnas,C,24,TOR,10,6,226,44,81,.543,0,1,.000,44,80,.550,.543,24,33,.727,9,58,67,2,2,6,13,22,112,valanjo01
196,Denzel Valentine,SG,23,CHI,4,0,22,2,6,.333,1,4,.250,1,2,.500,.417,0,0,,0,8,8,2,0,1,2,1,5,valende01
197,Fred VanVleet,PG,22,TOR,7,0,29,6,9,.667,2,5,.400,4,4,1.000,.778,0,0,,0,1,1,4,1,0,1,3,14,vanvlfr01
198,Rashad Vaughn,SG,20,MIL,3,0,10,2,4,.500,2,2,1.000,0,2,.000,.750,0,0,,0,0,0,0,0,0,0,0,6,vaughra01
199,Noah Vonleh,PF,21,POR,4,2,100,8,18,.444,0,0,,8,18,.444,.444,2,5,.400,9,20,29,8,1,3,6,11,18,vonleno01
200,Dwyane Wade,SG,35,CHI,6,6,190,32,86,.372,6,17,.353,26,69,.377,.407,20,21,.952,6,24,30,24,5,8,10,8,90,wadedw01
201,John Wall,PG,26,WAS,13,13,507,127,281,.452,21,61,.344,106,220,.482,.489,78,93,.839,7,41,48,134,22,15,55,26,353,walljo01
202,David West,C,36,GSW,17,0,221,34,59,.576,1,2,.500,33,57,.579,.585,7,9,.778,7,39,46,36,7,13,10,26,76,westda01
203,Russell Westbrook,PG,28,OKC,5,5,194,59,152,.388,13,49,.265,46,103,.447,.431,56,70,.800,9,49,58,54,12,2,30,16,187,westbru01
204,Deron Williams,PG,32,CLE,18,0,262,28,64,.438,12,31,.387,16,33,.485,.531,10,11,.909,3,20,23,38,10,1,17,29,78,willide01
205,Derrick Williams,PF,25,CLE,8,0,38,8,15,.533,3,5,.600,5,10,.500,.633,2,2,1.000,1,2,3,4,0,1,3,0,21,willide02
206,Lou Williams,SG,30,HOU,11,0,272,50,118,.424,12,39,.308,38,79,.481,.475,26,29,.897,7,23,30,14,7,1,14,17,138,willilo02
207,Troy Williams,SF,22,HOU,5,0,19,0,9,.000,0,5,.000,0,4,.000,.000,1,2,.500,2,5,7,1,0,0,2,0,1,willitr02
208,Kyle Wiltjer,PF,24,HOU,1,0,5,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,0,0,3,wiltjky01
209,Jeff Withey,C,26,UTA,3,0,21,2,4,.500,0,0,,2,4,.500,.500,1,2,.500,3,1,4,1,1,1,0,5,5,witheje01
210,Brandan Wright,PF,29,MEM,2,0,12,2,5,.400,0,0,,2,5,.400,.400,0,0,,1,1,2,0,0,2,1,0,4,wrighbr03
211,Delon Wright,PG,24,TOR,9,0,92,9,17,.529,2,6,.333,7,11,.636,.588,5,7,.714,4,9,13,13,4,1,5,4,25,wrighde01
212,James Young,SG,21,BOS,10,0,39,5,15,.333,5,14,.357,0,1,.000,.500,0,0,,1,6,7,3,0,0,1,2,15,youngja01
213,Thaddeus Young,PF,28,IND,4,4,140,21,39,.538,1,4,.250,20,35,.571,.551,5,10,.500,22,14,36,10,8,1,6,11,48,youngth01
214,Tyler Zeller,C,27,BOS,11,0,78,13,25,.520,0,0,,13,25,.520,.520,6,8,.750,8,11,19,8,0,2,4,7,32,zellety01
215,Paul Zipser,SF,22,CHI,6,0,136,15,33,.455,6,16,.375,9,17,.529,.545,8,8,1.000,3,18,21,3,1,1,7,12,44,zipsepa01
